"Year","Activity","Name","Allocation"
2012,"Reconstituted wood panels","Juken New Zealand Ltd",3939
2012,"Reconstituted wood panels","Nelson Pine Industries Limited",15449
2012,"Tissue paper","Asaleo Care New Zealand Limited",18463
2012,"Whey powder","Fonterra Ltd",970
2013,"Aluminium smelting","New Zealand Aluminium Smelters Limited",1524172
2013,"Burnt lime","Graymont (NZ) Limited",114351
2013,"Burnt lime","Holcim (New Zealand) Limited",8310
2013,"Burnt lime","Perry Lime Limited",5522
2013,"Burnt lime","Websters Hydrated Lime Company Limited",2650
2013,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",164361
2013,"Carbon steel from cold ferrous feed","Fletcher Steel Limited",40866
2013,"Cartonboard","Whakatane Mill Limited",80639
2013,"Caustic soda","Oji Fibre Solutions (NZ) Limited",10008
2013,"Cementitious products","Fletcher Concrete and Infrastructure Limited",282371
2013,"Cementitious products","Holcim (New Zealand) Limited",184204
2013,"Clay bricks and field tiles","CSR Building Products (NZ) Ltd",3135
2013,"Cut roses","Daphne Avis Stocks, Stephen Lloyd Stocks",76
2013,"Cut roses","Elisabeth Margi Jordens, Theodorus Nicolaas Maria Jordens",26
2013,"Cut roses","Franko Roses New Zealand Limited",105
2013,"Cut roses","John Hamilton Charles Falloon, Paul Gregory Whitehead, Suzanne Marie Whitehead",41
2013,"Cut roses","Moffatts Flower Company Limited",846
2013,"Cut roses","Riverland Holdings Limited",442
2013,"Cut roses","Royal Roses Limited",41
2013,"Cut roses","Shipherd Nurseries Limited",792
2013,"Cut roses","Van Berlo Limited",137
2013,"Cut roses","Van Lier Nurseries Ltd",603
2013,"Ethanol","Anchor Ethanol Limited",6361
2013,"Fresh capsicums","Appleby Fresh Limited",25
2013,"Fresh capsicums","Flat-Tac Capsicums Limited",153
2013,"Fresh capsicums","Gourmet Mokai Limited",1851
2013,"Fresh capsicums","Gourmet Paprika Limited",3342
2013,"Fresh capsicums","Gourmet Waiuku Limited",391
2013,"Fresh capsicums","Harbour Head Growers Limited",128
2013,"Fresh capsicums","Homestead Produce Ltd",534
2013,"Fresh capsicums","J.S.Ewers Ltd",691
2013,"Fresh capsicums","Kipps' Patch Limited",33
2013,"Fresh capsicums","Maria Anna Van der Gulik, Pieter Van der Gulik",6
2013,"Fresh capsicums","Marion Matthews, Troy Jonathan Matthews",20
2013,"Fresh capsicums","Poppas Peppers 2009 Limited",250
2013,"Fresh capsicums","Sinai Hort Limited",390
2013,"Fresh capsicums","Southern Paprika Limited",5298
2013,"Fresh capsicums","Under Glass (Bombay) Ltd",374
2013,"Fresh capsicums","Under Glass (Karaka) Limited",488
2013,"Fresh capsicums","Whakatane Growers Limited",791
2013,"Fresh cucumbers","Alwyn Ernest Inger, Anne Marie Inger",279
2013,"Fresh cucumbers","Exception Limited",1980
2013,"Fresh cucumbers","Hanna Hothouses Ltd",215
2013,"Fresh cucumbers","J.S.Ewers Ltd",12
2013,"Fresh cucumbers","Jai Shankar Growers Limited",198
2013,"Fresh cucumbers","Karaka Park Produce Limited",457
2013,"Fresh cucumbers","Maria Anna Van der Gulik, Pieter Van der Gulik",20
2013,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1335
2013,"Fresh cucumbers","Parkgard Growers 2000 Limited",57
2013,"Fresh cucumbers","Sharma Produce Limited",519
2013,"Fresh cucumbers","Under Glass (Bombay) Ltd",1490
2013,"Fresh tomatoes","Ann Christine Fair, Graeme David Fair",9
2013,"Fresh tomatoes","Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich",129
2013,"Fresh tomatoes","Brigitte Abma, Ferdinand Abma",129
2013,"Fresh tomatoes","Castle Rock Orchard Ltd",268
2013,"Fresh tomatoes","Desma Claire Duncan, Edward Malcolm Duncan",9
2013,"Fresh tomatoes","Dong Hyuk Cha, Soo Hwan Cha",2
2013,"Fresh tomatoes","Dulcie Margaret Turner, Trevor Allan Turner",50
2013,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",27
2013,"Fresh tomatoes","Everard Matthew Sanders, Johanna Maria Sanders, Mathijs Albert Eduard Maria Sanders",246
2013,"Fresh tomatoes","Gourmet Mokai Limited",1627
2013,"Fresh tomatoes","Great Lake Tomatoes Limited",2325
2013,"Fresh tomatoes","Hanna Hothouses Ltd",269
2013,"Fresh tomatoes","Hye Young Jung, Kyounglae Lee",61
2013,"Fresh tomatoes","IL KYU AHN",54
2013,"Fresh tomatoes","J.S.Ewers Ltd",2200
2013,"Fresh tomatoes","Jae Young Hong, Sun Young Park",51
2013,"Fresh tomatoes","Jai Shankar Growers Limited",15
2013,"Fresh tomatoes","Ji-Im Park, Won Ha Park",38
2013,"Fresh tomatoes","Karamea Tomatoes Limited",343
2013,"Fresh tomatoes","Kingbridge Ltd",58
2013,"Fresh tomatoes","Lai Ying Cuby Ng, Wa Chit Chan",37
2013,"Fresh tomatoes","Lee Wang Hothouse Limited",74
2013,"Fresh tomatoes","Lycopene Fresh Vegefruit LTD",30
2013,"Fresh tomatoes","Maria Anna Van der Gulik, Pieter Van der Gulik",15
2013,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",79
2013,"Fresh tomatoes","New Zealand Fresh Floria Limited",37
2013,"Fresh tomatoes","Nortonta Limited",457
2013,"Fresh tomatoes","P H Kinzett Ltd",761
2013,"Fresh tomatoes","Parkgard Growers 2000 Limited",51
2013,"Fresh tomatoes","Pomoana Gardens Limited",124
2013,"Fresh tomatoes","Rembrandt van Rijen Limited",1219
2013,"Fresh tomatoes","Status Produce Limited",6801
2013,"Fresh tomatoes","Ting-Yuan Robert Wu",70
2013,"Fresh tomatoes","Tiny Toms Limited",51
2013,"Fresh tomatoes","Under Glass (Bombay) Ltd",1353
2013,"Fresh tomatoes","Under Glass (Karaka) Limited",3163
2013,"Fresh tomatoes","Vege Fresh Growers Limited",199
2013,"Gelatine","GELITA NZ Ltd",3068
2013,"Glass containers","ACI OPERATIONS NZ LIMITED",35803
2013,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",10330
2013,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",1029352
2013,"Lactose","Fonterra Ltd",28140
2013,"Market pulp","Oji Fibre Solutions (NZ) Limited",150842
2013,"Market pulp","Pan Pac Forest Products Limited",114805
2013,"Market pulp","Winstone Pulp International Limited",89763
2013,"Methanol","Methanex New Zealand Ltd",502969
2013,"Newsprint","Norske Skog Tasman Ltd",125162
2013,"Packaging and industrial paper","Carter Holt Harvey Ltd",21815
2013,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",125301
2013,"Protein meal","Affco New Zealand Limited",6640
2013,"Protein meal","Alliance Group Limited",6133
2013,"Protein meal","Blue Sky Meats (N.Z.) Limited",405
2013,"Protein meal","CMP Canterbury Limited",3298
2013,"Protein meal","CMP Kokiri Limited",479
2013,"Protein meal","Farm Brands Limited",3833
2013,"Protein meal","Graeme Lowe Protein Limited",5655
2013,"Protein meal","Kakariki Proteins Limited",739
2013,"Protein meal","Keep It Clean Limited",1613
2013,"Protein meal","Prime Range Meats Limited",407
2013,"Protein meal","PVL Proteins Limited",2340
2013,"Protein meal","Silver Fern Farms Limited",2954
2013,"Protein meal","Taylor Preston Limited",1238
2013,"Protein meal","Tegel Foods Limited",785
2013,"Protein meal","Value Proteins Ltd",1375
2013,"Protein meal","Wallace Corporation Limited",8079
2013,"Reconstituted wood panels","Carter Holt Harvey Ltd",777
2013,"Reconstituted wood panels","Daiken New Zealand Limited",8864
2013,"Reconstituted wood panels","Dongwha New Zealand Limited",8250
2013,"Reconstituted wood panels","Fletcher Building Products Limited",1705
2013,"Reconstituted wood panels","Juken New Zealand Ltd",3998
2013,"Reconstituted wood panels","Nelson Pine Industries Limited",15937
2013,"Tissue paper","Asaleo Care New Zealand Limited",18517
2013,"Whey powder","Fonterra Ltd",622
2014,"Aluminium smelting","New Zealand Aluminium Smelters Limited",755987
2014,"Burnt lime","Graymont (NZ) Limited",128973
2014,"Burnt lime","Holcim (New Zealand) Limited",9449
2014,"Burnt lime","Perry Lime Limited",845
2014,"Burnt lime","Websters Hydrated Lime Company Limited",3169
2014,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",198469
2014,"Carbon steel from cold ferrous feed","Fletcher Steel Limited",50488
2014,"Carbon steel from cold ferrous feed","Pacific Steel (NZ) Limited",9342
2014,"Cartonboard","Whakatane Mill Limited",79866
2014,"Caustic soda","Oji Fibre Solutions (NZ) Limited",10463
2014,"Cementitious products","Fletcher Concrete and Infrastructure Limited",322430
2014,"Cementitious products","Holcim (New Zealand) Limited",183263
2014,"Clay bricks and field tiles","CSR Building Products (NZ) Ltd",2418
2014,"Cut roses","Daphne Avis Stocks, Stephen Lloyd Stocks",53
2014,"Cut roses","Elisabeth Margi Jordens, Theodorus Nicolaas Maria Jordens",20
2014,"Cut roses","Franko Roses New Zealand Limited",57
2014,"Cut roses","John Hamilton Charles Falloon, Paul Gregory Whitehead",45
2014,"Cut roses","Moffatts Flower Company Limited",884
2014,"Cut roses","Riverland Holdings Limited",378
2014,"Cut roses","Royal Roses Limited",42
2014,"Cut roses","Shipherd Nurseries Limited",939
2014,"Cut roses","Van Berlo Limited",158
2014,"Cut roses","Van Lier Nurseries Ltd",577
2014,"Ethanol","Anchor Ethanol Limited",6191
2014,"Fresh capsicums","Flat-Tac Capsicums Limited",162
2014,"Fresh capsicums","Gourmet Mokai Limited",1875
2014,"Fresh capsicums","Gourmet Paprika Limited",3300
2014,"Fresh capsicums","Gourmet Waiuku Limited",1308
2014,"Fresh capsicums","Harbour Head Growers Limited",138
2014,"Fresh capsicums","Homestead Produce Ltd",643
2014,"Fresh capsicums","J.S.Ewers Ltd",613
2014,"Fresh capsicums","Marion Matthews, Troy Jonathan Matthews",21
2014,"Fresh capsicums","Poppas Peppers 2009 Limited",240
2014,"Fresh capsicums","Sinai Hort Limited",377
2014,"Fresh capsicums","Southern Paprika Limited",6351
2014,"Fresh capsicums","Taaza Green Limited",76
2014,"Fresh capsicums","Under Glass (Bombay) Ltd",884
2014,"Fresh capsicums","Whakatane Growers Limited",872
2014,"Fresh cucumbers","Alwyn Ernest Inger, Anne Marie Inger",416
2014,"Fresh cucumbers","Exception Limited",3018
2014,"Fresh cucumbers","Hanna Hothouses Ltd",207
2014,"Fresh cucumbers","Island Horticulture Limited",759
2014,"Fresh cucumbers","Karaka Park Produce Limited",529
2014,"Fresh cucumbers","Marion Matthews, Troy Jonathan Matthews",22
2014,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1423
2014,"Fresh cucumbers","Sharma Produce Limited",540
2014,"Fresh cucumbers","Under Glass (Bombay) Ltd",1587
2014,"Fresh tomatoes","Ann Christine Fair, Graeme David Fair",6
2014,"Fresh tomatoes","Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich",147
2014,"Fresh tomatoes","Castle Rock Orchard Ltd",316
2014,"Fresh tomatoes","Desma Claire Duncan, Edward Malcolm Duncan",15
2014,"Fresh tomatoes","Dulcie Margaret Turner, Trevor Allan Turner",20
2014,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",28
2014,"Fresh tomatoes","Everard Matthew Sanders, Johanna Maria Sanders, Mathijs Albert Eduard Maria Sanders",254
2014,"Fresh tomatoes","Gourmet Mokai Limited",1907
2014,"Fresh tomatoes","Great Lake Tomatoes Limited",2349
2014,"Fresh tomatoes","Hanna Hothouses Ltd",638
2014,"Fresh tomatoes","J.S.Ewers Ltd",2775
2014,"Fresh tomatoes","Ji-Im Park, Won Ha Park",34
2014,"Fresh tomatoes","Karamea Tomatoes Limited",165
2014,"Fresh tomatoes","Kingbridge Ltd",67
2014,"Fresh tomatoes","Lai Ying Cuby Ng, Wa Chit Chan",37
2014,"Fresh tomatoes","Lee Wang Hothouse Limited",40
2014,"Fresh tomatoes","Lycopene Fresh Vegefruit LTD",31
2014,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",96
2014,"Fresh tomatoes","New Zealand Fresh Floria Limited",48
2014,"Fresh tomatoes","Nortonta Limited",440
2014,"Fresh tomatoes","P H Kinzett Ltd",884
2014,"Fresh tomatoes","Pomoana Gardens Limited",141
2014,"Fresh tomatoes","Rembrandt van Rijen Limited",1423
2014,"Fresh tomatoes","Status Produce Limited",6924
2014,"Fresh tomatoes","Ting-Yuan Robert Wu",152
2014,"Fresh tomatoes","Tiny Toms Limited",62
2014,"Fresh tomatoes","Under Glass (Bombay) Ltd",1178
2014,"Fresh tomatoes","Under Glass (Karaka) Limited",4314
2014,"Fresh tomatoes","Vege Fresh Growers Limited",365
2014,"Gelatine","GELITA NZ Ltd",2917
2014,"Glass containers","ACI OPERATIONS NZ LIMITED",35515
2014,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",11212
2014,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",1073489
2014,"Lactose","Fonterra Ltd",26109
2014,"Market pulp","Oji Fibre Solutions (NZ) Limited",147321
2014,"Market pulp","Pan Pac Forest Products Limited",122535
2014,"Market pulp","Winstone Pulp International Limited",87006
2014,"Methanol","Methanex New Zealand Ltd",777432
2014,"Newsprint","Norske Skog Tasman Ltd",124989
2014,"Packaging and industrial paper","Carter Holt Harvey Ltd",19647
2014,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",124614
2014,"Protein meal","Affco New Zealand Limited",6639
2014,"Protein meal","Alliance Group Limited",6305
2014,"Protein meal","Blue Sky Meats (N.Z.) Limited",427
2014,"Protein meal","CMP Canterbury Limited",5407
2014,"Protein meal","Graeme Lowe Protein Limited",7359
2014,"Protein meal","Hawkes Bay Protein Limited",2915
2014,"Protein meal","Kakariki Proteins Limited",1056
2014,"Protein meal","Keep It Clean Limited",2092
2014,"Protein meal","Prime Range Meats Limited",65
2014,"Protein meal","PVL Proteins Limited",2010
2014,"Protein meal","Silver Fern Farms Limited",4343
2014,"Protein meal","Taranaki By-Products Ltd",8501
2014,"Protein meal","Taylor Preston Limited",1193
2014,"Protein meal","Tegel Foods Limited",927
2014,"Protein meal","Value Proteins Ltd",1182
2014,"Protein meal","Wallace Corporation Limited",8016
2014,"Reconstituted wood panels","Carter Holt Harvey Ltd",734
2014,"Reconstituted wood panels","Daiken New Zealand Limited",9093
2014,"Reconstituted wood panels","Dongwha New Zealand Limited",8673
2014,"Reconstituted wood panels","Fletcher Building Products Limited",1816
2014,"Reconstituted wood panels","Juken New Zealand Ltd",4196
2014,"Reconstituted wood panels","Nelson Pine Industries Limited",14748
2014,"Tissue paper","Asaleo Care New Zealand Limited",18064
2014,"Whey powder","Fonterra Ltd",830
2015,"Aluminium smelting","New Zealand Aluminium Smelters Limited",772706
2015,"Burnt lime","Graymont (NZ) Limited",152951
2015,"Burnt lime","Holcim (New Zealand) Limited",5118
2015,"Burnt lime","Websters Hydrated Lime Company Limited",3089
2015,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",173906
2015,"Carbon steel from cold ferrous feed","Fletcher Steel Limited",34896
2015,"Carbon steel from cold ferrous feed","Pacific Steel (NZ) Limited",13271
2015,"Cartonboard","Whakatane Mill Limited",79585
2015,"Caustic soda","Oji Fibre Solutions (NZ) Limited",9930
2015,"Cementitious products","Fletcher Concrete and Infrastructure Limited",325532
2015,"Cementitious products","Holcim (New Zealand) Limited",184794
2015,"Clay bricks and field tiles","CSR Building Products (NZ) Ltd",1563
2015,"Cut roses","Elisabeth Margi Jordens, Theodorus Nicolaas Maria Jordens",20
2015,"Cut roses","John Hamilton Charles Falloon, Paul Gregory Whitehead",45
2015,"Cut roses","Moffatts Flower Company Limited",920
2015,"Cut roses","Riverland Holdings Limited",453
2015,"Cut roses","Royal Roses Limited",45
2015,"Cut roses","Shipherd Nurseries Limited",1054
2015,"Cut roses","Van Berlo Limited",128
2015,"Cut roses","Van Lier Nurseries Ltd",547
2015,"Ethanol","Anchor Ethanol Limited",7582
2015,"Fresh capsicums","Appleby Fresh Limited",34
2015,"Fresh capsicums","Flat-Tac Capsicums Limited",101
2015,"Fresh capsicums","Gourmet Mokai Limited",1807
2015,"Fresh capsicums","Gourmet Paprika Limited",3561
2015,"Fresh capsicums","Gourmet Waiuku Limited",1566
2015,"Fresh capsicums","Harbour Head Growers Limited",156
2015,"Fresh capsicums","Homestead Produce Ltd",589
2015,"Fresh capsicums","J.S.Ewers Ltd",708
2015,"Fresh capsicums","Marion Matthews, Troy Jonathan Matthews",9
2015,"Fresh capsicums","Poppas Peppers 2009 Limited",217
2015,"Fresh capsicums","Sinai Hort Limited",377
2015,"Fresh capsicums","Southern Paprika Limited",7269
2015,"Fresh capsicums","Taaza Green Limited",177
2015,"Fresh capsicums","Under Glass (Bombay) Ltd",357
2015,"Fresh capsicums","Whakatane Growers Limited",804
2015,"Fresh cucumbers","Alwyn Ernest Inger, Anne Marie Inger",429
2015,"Fresh cucumbers","Balvinder Singh, Pawan Kumari Singh",771
2015,"Fresh cucumbers","Exception Limited",4122
2015,"Fresh cucumbers","Hanna Hothouses Ltd",114
2015,"Fresh cucumbers","Island Horticulture Limited",817
2015,"Fresh cucumbers","Jai Shankar Growers Limited",310
2015,"Fresh cucumbers","Karaka Park Produce Limited",543
2015,"Fresh cucumbers","Marion Matthews, Troy Jonathan Matthews",72
2015,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",1163
2015,"Fresh cucumbers","Parkgard Growers 2000 Limited",61
2015,"Fresh cucumbers","Sharma Produce Limited",1089
2015,"Fresh cucumbers","Under Glass (Bombay) Ltd",1144
2015,"Fresh tomatoes","Ann Christine Fair, Graeme David Fair",5
2015,"Fresh tomatoes","Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich",133
2015,"Fresh tomatoes","Brigitte Abma, Ferdinand Abma",159
2015,"Fresh tomatoes","Castle Rock Orchard Ltd",367
2015,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",32
2015,"Fresh tomatoes","Everard Matthew Sanders, Johanna Maria Sanders, Mathijs Albert Eduard Maria Sanders",257
2015,"Fresh tomatoes","Gourmet Mokai Limited",2130
2015,"Fresh tomatoes","Great Lake Tomatoes Limited",2379
2015,"Fresh tomatoes","Hanna Hothouses Ltd",162
2015,"Fresh tomatoes","J.S.Ewers Ltd",2916
2015,"Fresh tomatoes","Jai Shankar Growers Limited",156
2015,"Fresh tomatoes","Karamea Tomatoes Limited",312
2015,"Fresh tomatoes","Kingbridge Ltd",48
2015,"Fresh tomatoes","Lai Ying Cuby Ng, Wa Chit Chan",34
2015,"Fresh tomatoes","Lycopene Fresh Vegefruit LTD",26
2015,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",82
2015,"Fresh tomatoes","New Zealand Fresh Floria Limited",39
2015,"Fresh tomatoes","Nortonta Limited",450
2015,"Fresh tomatoes","P H Kinzett Ltd",841
2015,"Fresh tomatoes","Parkgard Growers 2000 Limited",37
2015,"Fresh tomatoes","Pomoana Gardens Limited",135
2015,"Fresh tomatoes","Rembrandt van Rijen Limited",1308
2015,"Fresh tomatoes","Status Produce Limited",6512
2015,"Fresh tomatoes","Tiny Toms Limited",62
2015,"Fresh tomatoes","Under Glass (Bombay) Ltd",2397
2015,"Fresh tomatoes","Under Glass (Karaka) Limited",4198
2015,"Fresh tomatoes","Vege Fresh Growers Limited",332
2015,"Gelatine","GELITA NZ Ltd",3038
2015,"Glass containers","ACI OPERATIONS NZ LIMITED",35333
2015,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",11671
2015,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",1067501
2015,"Lactose","Fonterra Ltd",29515
2015,"Market pulp","Oji Fibre Solutions (NZ) Limited",148311
2015,"Market pulp","Pan Pac Forest Products Limited",121292
2015,"Market pulp","Winstone Pulp International Limited",91785
2015,"Methanol","Methanex New Zealand Ltd",655851
2015,"Newsprint","Norske Skog Tasman Ltd",122825
2015,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",143262
2015,"Protein meal","Affco New Zealand Limited",8305
2015,"Protein meal","Alliance Group Limited",6873
2015,"Protein meal","Blue Sky Meats (N.Z.) Limited",461
2015,"Protein meal","CMP Canterbury Limited",4334
2015,"Protein meal","Farm Brands Limited",4473
2015,"Protein meal","Graeme Lowe Protein Limited",204
2015,"Protein meal","Hawkes Bay Protein Limited",3226
2015,"Protein meal","Kakariki Proteins Limited",713
2015,"Protein meal","Keep It Clean Limited",2255
2015,"Protein meal","Prime Range Meats Limited",273
2015,"Protein meal","PVL Proteins Limited",2299
2015,"Protein meal","Silver Fern Farms Limited",2209
2015,"Protein meal","Taranaki By-Products Ltd",9582
2015,"Protein meal","Taylor Preston Limited",1350
2015,"Protein meal","Tegel Foods Limited",864
2015,"Protein meal","Value Proteins Ltd",954
2015,"Protein meal","Wallace Corporation Limited",9249
2015,"Reconstituted wood panels","Carter Holt Harvey Ltd",477
2015,"Reconstituted wood panels","Daiken New Zealand Limited",10277
2015,"Reconstituted wood panels","Dongwha New Zealand Limited",8850
2015,"Reconstituted wood panels","Fletcher Building Products Limited",1856
2015,"Reconstituted wood panels","Juken New Zealand Ltd",3755
2015,"Reconstituted wood panels","Nelson Pine Industries Limited",15269
2015,"Tissue paper","Asaleo Care New Zealand Limited",17061
2015,"Whey powder","Fonterra Ltd",1802
2016,"Aluminium smelting","New Zealand Aluminium Smelters Limited",786306
2016,"Burnt lime","Graymont (NZ) Limited",140446
2016,"Burnt lime","Websters Hydrated Lime Company Limited",3306
2016,"Carbamide (urea)","Ballance Agri-Nutrients (Kapuni) Limited",159680
2016,"Carbon steel from cold ferrous feed","Pacific Steel (NZ) Limited",488
2016,"Cartonboard","Whakatane Mill Limited",86764
2016,"Caustic soda","Oji Fibre Solutions (NZ) Limited",9844
2016,"Cementitious products","Fletcher Concrete and Infrastructure Limited",360933
2016,"Cementitious products","Holcim (New Zealand) Limited",44349
2016,"Cut roses","Elisabeth Margi Jordens, Theodorus Nicolaas Maria Jordens",11
2016,"Cut roses","John Hamilton Charles Falloon, Paul Gregory Whitehead",47
2016,"Cut roses","Moffatts Flower Company Limited",796
2016,"Cut roses","Royal Roses Limited",49
2016,"Cut roses","Shipherd Nurseries Limited",1006
2016,"Cut roses","Van Berlo Limited",141
2016,"Cut roses","Van Lier Nurseries Ltd",653
2016,"Ethanol","Anchor Ethanol Limited",5465
2016,"Fresh capsicums","Appleby Fresh Limited",39
2016,"Fresh capsicums","Gourmet Mokai Limited",1767
2016,"Fresh capsicums","Gourmet Paprika Limited",3472
2016,"Fresh capsicums","Gourmet Waiuku Limited",1551
2016,"Fresh capsicums","Harbour Head Growers Limited",106
2016,"Fresh capsicums","Homestead Produce Ltd",484
2016,"Fresh capsicums","J.S.Ewers Ltd",690
2016,"Fresh capsicums","Poppas Peppers 2009 Limited",253
2016,"Fresh capsicums","Sinai Hort Limited",377
2016,"Fresh capsicums","Southern Paprika Limited",6616
2016,"Fresh capsicums","Taaza Green Limited",198
2016,"Fresh capsicums","Whakatane Growers Limited",776
2016,"Fresh cucumbers","Alwyn Ernest Inger, Anne Marie Inger",276
2016,"Fresh cucumbers","Balvinder Singh, Pawan Kumari Singh",571
2016,"Fresh cucumbers","Exception Limited",4591
2016,"Fresh cucumbers","Island Horticulture Limited",884
2016,"Fresh cucumbers","Jai Shankar Growers Limited",300
2016,"Fresh cucumbers","Karaka Park Produce Limited",665
2016,"Fresh cucumbers","Meenakshi Devi Sharma, Raj Kumar Sharma",829
2016,"Fresh cucumbers","Parkgard Growers 2000 Limited",87
2016,"Fresh cucumbers","Sharma Produce Limited",1108
2016,"Fresh cucumbers","Under Glass (Bombay) Ltd",1044
2016,"Fresh tomatoes","Antone James Ivicevich, Joanne Elizabeth Gould Ivicevich",134
2016,"Fresh tomatoes","Brigitte Abma, Ferdinand Abma",174
2016,"Fresh tomatoes","Castle Rock Orchard Ltd",307
2016,"Fresh tomatoes","Eseta Kovati, Reupena Kovati",24
2016,"Fresh tomatoes","Gourmet Mokai Limited",2007
2016,"Fresh tomatoes","Great Lake Tomatoes Limited",2217
2016,"Fresh tomatoes","J.S.Ewers Ltd",2836
2016,"Fresh tomatoes","Jai Shankar Growers Limited",195
2016,"Fresh tomatoes","Karamea Tomatoes Limited",314
2016,"Fresh tomatoes","Kingbridge Ltd",40
2016,"Fresh tomatoes","Mary Jane Fausett, Peter James Fausett",91
2016,"Fresh tomatoes","Nortonta Limited",456
2016,"Fresh tomatoes","P H Kinzett Ltd",758
2016,"Fresh tomatoes","Parkgard Growers 2000 Limited",51
2016,"Fresh tomatoes","Pomoana Gardens Limited",131
2016,"Fresh tomatoes","Status Produce Limited",7437
2016,"Fresh tomatoes","Tiny Toms Limited",62
2016,"Fresh tomatoes","Under Glass (Bombay) Ltd",2944
2016,"Fresh tomatoes","Under Glass (Karaka) Limited",4165
2016,"Fresh tomatoes","Vege Fresh Growers Limited",320
2016,"Gelatine","GELITA NZ Ltd",2917
2016,"Glass containers","ACI OPERATIONS NZ LIMITED",31698
2016,"Hydrogen peroxide","EVONIK PEROXIDE LIMITED",11686
2016,"Iron and steel manufacturing from iron sand","New Zealand Steel Development Limited",1048116
2016,"Iron and steel manufacturing from iron sand","Pacific Steel (NZ) Limited",11816
2016,"Lactose","Fonterra Limited",29633
2016,"Market pulp","Oji Fibre Solutions (NZ) Limited",144120
2016,"Market pulp","Pan Pac Forest Products Limited",127785
2016,"Market pulp","Winstone Pulp International Limited",93734
2016,"Methanol","Methanex New Zealand Ltd",770033
2016,"Newsprint","Norske Skog Tasman Ltd",127279
2016,"Packaging and industrial paper","Oji Fibre Solutions (NZ) Limited",138842
2016,"Protein meal","Affco New Zealand Limited",6721
2016,"Protein meal","Alliance Group Limited",6022
2016,"Protein meal","Blue Sky Meats (N.Z.) Limited",461
2016,"Protein meal","CMP Canterbury Limited",3482
2016,"Protein meal","Farm Brands Limited",4643
